EA_CD,SBRB_NM
19915183,GOODWOOD ESTATE
19915182,GOODWOOD ESTATE
19910550,BOSKLOOF
19912787,HEIDEVELD
19913644,HEIDEVELD
19913775,HEIDEVELD
19913776,HEIDEVELD
19914401,HEIDEVELD
19913769,HEIDEVELD
19914371,HEIDEVELD
19914370,HEIDEVELD
19913770,HEIDEVELD
19913649,HEIDEVELD
19913652,HEIDEVELD
19913623,MANENBERG
19913766,MANENBERG
19913599,MANENBERG
19913633,MANENBERG
19914081,MANENBERG
19913608,MANENBERG
19913616,MANENBERG
19913620,MANENBERG
19913763,MANENBERG
19913609,MANENBERG
19913767,MANENBERG
19913628,MANENBERG
19913764,MANENBERG
19913760,MANENBERG
19913606,MANENBERG
19914076,MANENBERG
19914079,MANENBERG
19913610,MANENBERG
19913619,MANENBERG
19913627,MANENBERG
19914077,MANENBERG
19914331,MANENBERG
19916241,PARKLANDS
19916170,PARKLANDS
19916206,PARKLANDS
19916187,PARKLANDS
19916191,PARKLANDS
19916189,PARKLANDS
19916151,PARKLANDS
19916152,PARKLANDS
19916213,PARKLANDS
19916220,PARKLANDS
19916253,PARKLANDS
19916159,PARKLANDS
19916256,PARKLANDS
19916236,PARKLANDS
19915095,DE LA HAYE
19915022,PINELANDS
19914729,PINELANDS
19910901,PINELANDS
19910894,PINELANDS
19914733,PINELANDS
19910912,PINELANDS
19910903,PINELANDS
19910884,PINELANDS
19910887,PINELANDS
19914727,PINELANDS
19910885,PINELANDS
19914722,PINELANDS
19910897,PINELANDS
19910895,PINELANDS
19914732,PINELANDS
19910877,PINELANDS
19910881,PINELANDS
19910883,PINELANDS
19910886,PINELANDS
19914724,PINELANDS
19914593,CAPE TOWN AIRPORT
19912384,CAPE TOWN AIRPORT
19913167,SILVERSANDS
19913170,SILVERSANDS
19914329,SILVERSANDS
19913171,SILVERSANDS
19913179,SILVERSANDS
19914330,SILVERSANDS
19914328,SILVERSANDS
19913169,SILVERSANDS
19913166,SILVERSANDS
19913181,HIGHGATE
19913174,HIGHGATE
19910523,LWANDLE
19910186,LWANDLE
19910181,LWANDLE
19910194,LWANDLE
19910202,LWANDLE
19910524,LWANDLE
19910185,LWANDLE
19910487,LWANDLE
19910490,LWANDLE
19910203,LWANDLE
19910187,LWANDLE
19910199,LWANDLE
19910177,LWANDLE
19910180,LWANDLE
19910183,LWANDLE
19910193,LWANDLE
19910197,LWANDLE
19910198,LWANDLE
19910188,LWANDLE
19910488,LWANDLE
19910489,LWANDLE
19910182,LWANDLE
19910190,LWANDLE
19910189,LWANDLE
19910176,LWANDLE
19910205,LWANDLE
19910201,LWANDLE
19910192,LWANDLE
19910179,LWANDLE
19910191,LWANDLE
19910195,LWANDLE
19910184,LWANDLE
19910021,SIMON'S TOWN
19910055,SIMON'S TOWN
19910068,SIMON'S TOWN
19910022,SIMON'S TOWN
19910062,SIMON'S TOWN
19910056,SIMON'S TOWN
19910071,SIMON'S TOWN
19910057,SIMON'S TOWN
19910060,SIMON'S TOWN
19910014,SIMON'S TOWN
19910061,SIMON'S TOWN
19912662,PENHILL
19915602,JOE SLOVO PARK
19915599,JOE SLOVO PARK
19915811,JOE SLOVO PARK
19914761,VREDEHOEK
19914830,VREDEHOEK
19914747,VREDEHOEK
19914754,VREDEHOEK
19914833,VREDEHOEK
19914753,VREDEHOEK
19914746,VREDEHOEK
19914755,VREDEHOEK
19914832,VREDEHOEK
19914749,VREDEHOEK
19914827,VREDEHOEK
19914750,VREDEHOEK
19914762,VREDEHOEK
19914760,VREDEHOEK
19914825,VREDEHOEK
19914752,VREDEHOEK
19914828,VREDEHOEK
19915551,SUNSET BEACH
19915996,BONNIE BROOK
19915995,ZOO PARK
19915332,WINDSOR PARK ESTATE
19915330,WINDSOR PARK ESTATE
19915322,WINDSOR ESTATE
19915991,WINDSOR ESTATE
19915318,WINDSOR ESTATE
19912261,WELTEVREDEN VALLEY
19910003,SCARBOROUGH
19910004,SCARBOROUGH
19910006,SCARBOROUGH
19916033,FLAMINGO VLEI
19915167,RUYTERWACHT
19914547,RUYTERWACHT
19915159,RUYTERWACHT
19915168,RUYTERWACHT
19915160,RUYTERWACHT
19914549,RUYTERWACHT
19914546,RUYTERWACHT
19911027,SEAWINDS
19910721,SEAWINDS
19911211,SEAWINDS
19911209,SEAWINDS
19911025,SEAWINDS
19911210,SEAWINDS
19910722,SEAWINDS
19911222,SEAWINDS
19911029,SEAWINDS
19911024,FALSE BAY COASTAL PARK
19911064,FALSE BAY COASTAL PARK
19910935,FALSE BAY COASTAL PARK
19910940,FALSE BAY COASTAL PARK
19913795,BONTEHEUWEL
19914443,BONTEHEUWEL
19912810,BONTEHEUWEL
19913791,BONTEHEUWEL
19913797,BONTEHEUWEL
19914437,BONTEHEUWEL
19913785,BONTEHEUWEL
19914446,BONTEHEUWEL
19914445,BONTEHEUWEL
19913780,BONTEHEUWEL
19914436,BONTEHEUWEL
19913800,BONTEHEUWEL
19913799,BONTEHEUWEL
19913778,BONTEHEUWEL
19913783,BONTEHEUWEL
19914438,BONTEHEUWEL
19914434,BONTEHEUWEL
19912795,BONTEHEUWEL
19914441,BONTEHEUWEL
19913656,BONTEHEUWEL
19913784,BONTEHEUWEL
19912805,BONTEHEUWEL
19912808,BONTEHEUWEL
19914435,BONTEHEUWEL
19914706,BONTEHEUWEL
19913786,BONTEHEUWEL
19912813,BONTEHEUWEL
19912801,BONTEHEUWEL
19913789,BONTEHEUWEL
19913790,BONTEHEUWEL
19910323,HELENA HEIGHTS
19910327,HELENA HEIGHTS
19910959,LYNN'S VIEW
19910969,LYNN'S VIEW
19910965,LYNN'S VIEW
19910962,LYNN'S VIEW
19910958,STEENBRAS VIEW
19910029,OCEAN VIEW
19910044,OCEAN VIEW
19910032,OCEAN VIEW
19910033,OCEAN VIEW
19910039,OCEAN VIEW
19910052,OCEAN VIEW
19910035,OCEAN VIEW
19910037,OCEAN VIEW
19910031,OCEAN VIEW
19910036,OCEAN VIEW
19910034,OCEAN VIEW
19910040,OCEAN VIEW
19910026,GLENCAIRN
19910111,GLENCAIRN
19910023,GLENCAIRN
19910025,GLENCAIRN
19910108,GLENCAIRN
19910024,GLENCAIRN
19914958,GREEN POINT
19914955,GREEN POINT
19914981,GREEN POINT
19914974,GREEN POINT
19914970,GREEN POINT
19914957,GREEN POINT
19914968,GREEN POINT
19914965,GREEN POINT
19914959,GREEN POINT
19914969,GREEN POINT
19915364,GREEN POINT
19915432,GREEN POINT
19914967,GREEN POINT
19914963,GREEN POINT
19914966,GREEN POINT
19915433,GREEN POINT
19914978,GREEN POINT
19914972,GREEN POINT
19914960,GREEN POINT
19910608,STEENBERG
19910612,STEENBERG
19910613,STEENBERG
19910733,STEENBERG
19910723,STEENBERG
19910614,STEENBERG
19910735,STEENBERG
19910726,STEENBERG
19910611,STEENBERG
19910738,STEENBERG
19910609,STEENBERG
19910610,STEENBERG
19910737,STEENBERG
19911036,STEENBERG
19910732,STEENBERG
19911972,MAITLAND GARDEN VILLAGE
19910703,TABLE MOUNTAIN
19914249,TABLE MOUNTAIN
19914475,TABLE MOUNTAIN
19910980,FIRGROVE RURAL
19910945,FIRGROVE RURAL
19910971,FIRGROVE RURAL
19910974,DEACONVILLE
19912003,SMARTIE TOWN
19912084,MACASSAR VILLAGE
19912078,MACASSAR VILLAGE
19912083,MACASSAR VILLAGE
19912009,MACASSAR VILLAGE
19912080,MACASSAR VILLAGE
19912081,MACASSAR VILLAGE
19912008,MACASSAR VILLAGE
19912079,MACASSAR VILLAGE
19912000,BELL GLEN
19912004,BELL GLEN
19912001,BELL GLEN
19911650,NEW MACASSAR
19912007,NEW MACASSAR
19916079,FISANTEKRAAL
19916086,FISANTEKRAAL
19916077,FISANTEKRAAL
19916094,UITZICHT
19915940,UITZICHT
19915297,NORTHPINE
19915280,NORTHPINE
19914288,BLACKHEATH INDUSTRIA
19914285,BLACKHEATH INDUSTRIA
19914291,BLACKHEATH INDUSTRIA
19914282,BLACKHEATH INDUSTRIA
19915589,SANDDRIFT
19915591,SANDDRIFT
19915606,SUMMER GREENS
19915607,SUMMER GREENS
19915612,SUMMER GREENS
19914848,SIGNAL HILL / LIONS HEAD
19914851,CLIFTON
19914428,CLIFTON
19914850,CLIFTON
19911288,TAFELSIG
19911294,TAFELSIG
19911283,TAFELSIG
19911803,TAFELSIG
19911259,TAFELSIG
19911747,TAFELSIG
19911801,TAFELSIG
19911784,TAFELSIG
19911807,TAFELSIG
19911785,TAFELSIG
19911740,TAFELSIG
19911804,TAFELSIG
19911786,TAFELSIG
19911291,TAFELSIG
19911253,TAFELSIG
19911255,TAFELSIG
19911296,TAFELSIG
19911293,TAFELSIG
19911741,TAFELSIG
19911802,TAFELSIG
19911284,TAFELSIG
19911252,TAFELSIG
19912077,TAFELSIG
19911246,TAFELSIG
19911260,TAFELSIG
19911745,TAFELSIG
19911297,TAFELSIG
19911744,TAFELSIG
19911746,TAFELSIG
19911742,TAFELSIG
19911292,TAFELSIG
19911805,TAFELSIG
19911290,TAFELSIG
19911254,TAFELSIG
19911295,TAFELSIG
19911251,TAFELSIG
19911739,TAFELSIG
19911247,TAFELSIG
19911751,TAFELSIG
19911808,TAFELSIG
19911750,TAFELSIG
19911299,TAFELSIG
19911743,TAFELSIG
19911285,TAFELSIG
19911752,TAFELSIG
19911783,TAFELSIG
19911256,TAFELSIG
19911289,TAFELSIG
19911806,TAFELSIG
19911798,TAFELSIG
19911999,TAFELSIG
19911248,TAFELSIG
19911748,TAFELSIG
19911800,TAFELSIG
19911286,TAFELSIG
19912416,MATROOSFONTEIN
19914528,MATROOSFONTEIN
19912814,MATROOSFONTEIN
19912417,CLARKES ESTATE
19912419,CLARKES ESTATE
19912411,CLARKES ESTATE
19912412,CLARKES ESTATE
19912418,CLARKES ESTATE
19912812,BISHOP LAVIS
19914595,BISHOP LAVIS
19912398,BISHOP LAVIS
19914526,BISHOP LAVIS
19912399,BISHOP LAVIS
19914669,BISHOP LAVIS
19912804,BISHOP LAVIS
19914668,BISHOP LAVIS
19914527,BISHOP LAVIS
19912397,BISHOP LAVIS
19912402,BISHOP LAVIS
19912409,BISHOP LAVIS
19914525,BISHOP LAVIS
19914667,BISHOP LAVIS
19912404,BISHOP LAVIS
19912401,BISHOP LAVIS
19912396,BISHOP LAVIS
19912405,BISHOP LAVIS
19914805,ADRIAANSE
19912421,ADRIAANSE
19914840,ADRIAANSE
19912148,NONQUBELA
19912924,NONQUBELA
19912680,NONQUBELA
19912691,NONQUBELA
19912674,NONQUBELA
19912620,NONQUBELA
19912154,NONQUBELA
19913066,NONQUBELA
19912929,NONQUBELA
19912939,NONQUBELA
19912931,NONQUBELA
19911728,NONQUBELA
19912692,NONQUBELA
19912683,NONQUBELA
19912855,NONQUBELA
19912695,NONQUBELA
19913064,NONQUBELA
19912853,NONQUBELA
19912696,NONQUBELA
19912619,NONQUBELA
19912147,NONQUBELA
19911732,NONQUBELA
19912921,NONQUBELA
19913063,NONQUBELA
19912155,NONQUBELA
19912150,NONQUBELA
19912697,NONQUBELA
19912678,NONQUBELA
19912153,NONQUBELA
19911726,NONQUBELA
19912693,NONQUBELA
19912941,NONQUBELA
19911724,NONQUBELA
19912632,NONQUBELA
19912922,NONQUBELA
19912679,NONQUBELA
19912151,NONQUBELA
19913032,NONQUBELA
19911736,NONQUBELA
19911733,NONQUBELA
19911731,NONQUBELA
19913035,NONQUBELA
19912919,NONQUBELA
19912623,NONQUBELA
19912857,NONQUBELA
19911725,NONQUBELA
19912923,NONQUBELA
19913034,NONQUBELA
19912944,NONQUBELA
19912942,NONQUBELA
19912146,NONQUBELA
19913037,NONQUBELA
19912621,NONQUBELA
19912852,NONQUBELA
19913062,NONQUBELA
19911729,NONQUBELA
19912854,NONQUBELA
19911735,NONQUBELA
19912681,NONQUBELA
19912856,NONQUBELA
19912618,NONQUBELA
19912152,NONQUBELA
19911727,NONQUBELA
19912622,NONQUBELA
19912932,NONQUBELA
19912940,NONQUBELA
19912141,NONQUBELA
19911730,NONQUBELA
19912149,NONQUBELA
19912920,NONQUBELA
19911546,SABATA DALINDYEBO SQUARE
19911556,SABATA DALINDYEBO SQUARE
19911545,SABATA DALINDYEBO SQUARE
19911551,SABATA DALINDYEBO SQUARE
19911544,SABATA DALINDYEBO SQUARE
19911558,SABATA DALINDYEBO SQUARE
19911548,SABATA DALINDYEBO SQUARE
19911559,SABATA DALINDYEBO SQUARE
19911550,EYETHU
19911714,EYETHU
19911555,EYETHU
19911540,EYETHU
19911552,EYETHU
19911713,EYETHU
19911722,EYETHU
19911720,EYETHU
19911715,EYETHU
19911721,EYETHU
19911719,EYETHU
19911712,EYETHU
19911541,EYETHU
19911542,EYETHU
19911717,EYETHU
19915691,SCOTTSDENE
19915890,SCOTTSDENE
19915286,SCOTTSDENE
19911096,PAREL VALLEI
19911095,PAREL VALLEI
19911098,PAREL VALLEI
19916231,SUNNINGDALE
19916215,SUNNINGDALE
19916250,SUNNINGDALE
19913168,BLUE DOWNS CBD
19913165,BLUE DOWNS CBD
19913164,BLUE DOWNS CBD
19913160,BLUE DOWNS CBD
19910954,HELDERVUE
19910950,HELDERVUE
19910955,HELDERVUE
19910953,HELDERVUE
19910956,HELDERVUE
19910957,HELDERVUE
19910952,HELDERVUE
19913756,GUGULETU
19913748,GUGULETU
19912743,GUGULETU
19912773,GUGULETU
19912361,GUGULETU
19912757,GUGULETU
19913594,GUGULETU
19912350,GUGULETU
19913603,GUGULETU
19912768,GUGULETU
19912366,GUGULETU
19914372,GUGULETU
19912345,GUGULETU
19912763,GUGULETU
19912767,GUGULETU
19912764,GUGULETU
19912739,GUGULETU
19913747,GUGULETU
19913742,GUGULETU
19912742,GUGULETU
19913601,GUGULETU
19912746,GUGULETU
19912774,GUGULETU
19912360,GUGULETU
19912374,GUGULETU
19912766,GUGULETU
19912367,GUGULETU
19914379,GUGULETU
19912354,GUGULETU
19913595,GUGULETU
19912377,GUGULETU
19913744,GUGULETU
19912380,GUGULETU
19912788,GUGULETU
19912775,GUGULETU
19912781,GUGULETU
19912753,GUGULETU
19912351,GUGULETU
19912778,GUGULETU
19912356,GUGULETU
19912378,GUGULETU
19912376,GUGULETU
19912349,GUGULETU
19912756,GUGULETU
19914377,GUGULETU
19912364,GUGULETU
19913755,GUGULETU
19914083,GUGULETU
19912375,GUGULETU
19913745,GUGULETU
19913758,GUGULETU
19914376,GUGULETU
19912738,GUGULETU
19912762,GUGULETU
19914378,GUGULETU
19913604,GUGULETU
19912785,GUGULETU
19916418,GUGULETU
19913754,GUGULETU
19913751,GUGULETU
19912783,GUGULETU
19912755,GUGULETU
19912761,GUGULETU
19912346,GUGULETU
19912776,GUGULETU
19912348,GUGULETU
19914082,GUGULETU
19913750,GUGULETU
19912779,GUGULETU
19913602,GUGULETU
19913592,GUGULETU
19913746,GUGULETU
19912372,GUGULETU
19912777,GUGULETU
19910599,LAKESIDE
19910994,LAKESIDE
19910606,LAKESIDE
19910603,LAKESIDE
19910993,LAKESIDE
19910997,LAKESIDE
19910598,LAKESIDE
19910602,LAKESIDE
19910998,LAKESIDE
19910995,LAKESIDE
19910276,SOMERSET WEST BUSINESS PARK
19910285,SOMERSET WEST BUSINESS PARK
19912163,CROYDON VINEYARD ESTATE
19915577,MONTAGUE GARDENS
19915559,MARCONI BEAM
19915471,OOSTERZEE-BELLVILLE
19914643,OOSTERZEE-BELLVILLE
19914631,TRANSNET MARSHALLING YARD
19915468,AVONDALE - PAROW
19915838,KENRIDGE
19915956,KENRIDGE
19915839,KENRIDGE
19915775,EVERSDAL 
19915889,PROTEA VALLEY
19915642,STELLENBOSCH UNIV
19915118,LA ROCHELLE
19915113,LA ROCHELLE
19915111,BLOMTUIN
19915527,OAKGLEN
19915488,OAKDALE
19915508,OAKDALE
19915106,BLOMMENDAL
19915905,KLEINBRON
19915912,KLEINBRON
19915910,CAPE GATE
19913980,AMANDA GLEN 
19913978,AMANDA GLEN 
19913958,VREDEKLOOF
19913963,MORGENSTER HEIGHTS
19915299,MORGENSTER HEIGHTS
19910544,ASANDA
19910261,ASANDA
19910531,ASANDA
19910545,ASANDA
19910537,ASANDA
19910541,ASANDA
19910534,ASANDA
19910529,ASANDA
19910530,ASANDA
19910259,ASANDA
19910540,ASANDA
19910546,ASANDA
19910255,ASANDA
19910539,ASANDA
19910536,ASANDA
19910533,ASANDA
19911847,RETREAT
19910615,RETREAT
19910750,RETREAT
19910742,RETREAT
19910748,RETREAT
19910622,RETREAT
19911048,RETREAT
19910620,RETREAT
19911849,RETREAT
19910754,RETREAT
19911046,RETREAT
19911044,RETREAT
19910745,RETREAT
19910623,RETREAT
19910751,RETREAT
19910746,RETREAT
19913954,STELLENRYK
19915447,PAROW
19910287,VAN DER STEL
19910286,VAN DER STEL
19910165,SERCOR PARK
19910166,SERCOR PARK
19910234,SERCOR PARK
19910231,SERCOR PARK
19910164,SERCOR PARK
19910223,SOUTHFORK
19915375,KENSINGTON
19910932,KENSINGTON
19910931,KENSINGTON
19910918,KENSINGTON
19910926,KENSINGTON
19915377,KENSINGTON
19915374,KENSINGTON
19910446,GREENWAYS
19910370,GREENWAYS
19910366,GREENWAYS
19910367,GREENWAYS
19910686,BISHOPSCOURT
19910694,BISHOPSCOURT
19910081,GORDONS BAY VILLAGE
19910077,GORDONS BAY VILLAGE
19910074,GORDONS BAY VILLAGE
19910076,GORDONS BAY VILLAGE
19910080,MOUNTAINSIDE ESTATE
19910143,MOUNTAINSIDE ESTATE
19910082,WINSLOW
19910144,TEMPERANCE TOWN
19910148,DOBSON
19910147,DOBSON
19910083,DOBSON
19910078,MOUNTAINSIDE
19910079,MOUNTAINSIDE
19910155,GORDONS STRAND ESTATE
19910222,GORDONS STRAND ESTATE
19910086,ANCHORAGE PARK
19910085,ADMIRALS PARK
19910211,ADMIRALS PARK
19910154,HARBOUR ISLAND
19910152,HARBOUR ISLAND
19910208,HARBOUR ISLAND
19910212,GORDONS BAY
19910157,GORDONS BAY
19910156,GORDONS BAY
19910158,GORDONS BAY
19910151,GORDONS BAY
19910150,GORDONS BAY
19910153,GORDONS BAY
19910087,GORDONS BAY
19915545,TIJGERHOF
19915590,CENTURY CITY
19915407,CENTURY CITY
19915585,CENTURY CITY
19915410,CENTURY CITY
19915391,ACACIA PARK
19915392,ACACIA PARK
19914308,ST DUMAS
19914218,LEIDEN
19913461,LEIDEN
19913455,LEIDEN
19914219,LEIDEN
19913465,LEIDEN
19913453,LEIDEN
19913452,LEIDEN
19913464,LEIDEN
19913459,LEIDEN
19913457,LEIDEN
19914160,LEIDEN
19913460,LEIDEN
19913449,LEIDEN
19914220,LEIDEN
19913456,LEIDEN
19914217,LEIDEN
19913472,LEIDEN
19913466,LEIDEN
19914221,LEIDEN
19914381,LEIDEN
19913467,LEIDEN
19913445,LEIDEN
19913462,LEIDEN
19913477,LEIDEN
19914213,LEIDEN
19913476,LEIDEN
19913471,LEIDEN
19913458,LEIDEN
19913475,LEIDEN
19913478,LEIDEN
19913450,LEIDEN
19914159,LEIDEN
19913463,LEIDEN
19914164,LEIDEN
19914212,LEIDEN
19913469,LEIDEN
19914215,LEIDEN
19913448,LEIDEN
19913454,LEIDEN
19915921,LANGEBERG HOOGTE
19910102,MISSION GROUNDS
19913371,CROSSROADS
19913309,CROSSROADS
19913356,CROSSROADS
19913365,CROSSROADS
19913370,CROSSROADS
19913384,CROSSROADS
19913379,CROSSROADS
19913325,CROSSROADS
19913324,CROSSROADS
19913385,CROSSROADS
19912338,CROSSROADS
19913330,CROSSROADS
19913318,CROSSROADS
19912337,CROSSROADS
19913357,CROSSROADS
19913377,CROSSROADS
19913312,CROSSROADS
19913382,CROSSROADS
19913364,CROSSROADS
19913328,CROSSROADS
19913368,CROSSROADS
19913372,CROSSROADS
19913376,CROSSROADS
19914111,CROSSROADS
19913362,CROSSROADS
19913333,CROSSROADS
19913366,CROSSROADS
19913331,CROSSROADS
19913321,CROSSROADS
19913360,CROSSROADS
19913369,CROSSROADS
19913361,CROSSROADS
19913327,CROSSROADS
19914232,NYANGA
19914262,NYANGA
19912344,NYANGA
19914246,NYANGA
19913315,NYANGA
19912343,NYANGA
19912331,NYANGA
19912323,NYANGA
19914112,NYANGA
19914243,NYANGA
19912733,NYANGA
19912325,NYANGA
19913326,NYANGA
19913311,NYANGA
19914242,NYANGA
19912317,NYANGA
19912326,NYANGA
19914240,NYANGA
19912330,NYANGA
19914238,NYANGA
19912339,NYANGA
19912315,NYANGA
19914245,NYANGA
19912748,NYANGA
19914244,NYANGA
19912321,NYANGA
19912324,NYANGA
19912322,NYANGA
19911317,EASTRIDGE
19911273,EASTRIDGE
19911270,EASTRIDGE
19911278,EASTRIDGE
19911280,EASTRIDGE
19911262,EASTRIDGE
19911281,EASTRIDGE
19911264,EASTRIDGE
19911267,EASTRIDGE
19911275,EASTRIDGE
19911271,EASTRIDGE
19911319,EASTRIDGE
19911263,EASTRIDGE
19911276,EASTRIDGE
19911266,EASTRIDGE
19911269,EASTRIDGE
19911279,EASTRIDGE
19911811,EASTRIDGE
19911813,EASTRIDGE
19911268,EASTRIDGE
19911809,EASTRIDGE
19911814,EASTRIDGE
19911265,EASTRIDGE
19911272,EASTRIDGE
19911274,EASTRIDGE
19911812,EASTRIDGE
19911282,EASTRIDGE
19912102,EASTRIDGE
19914271,DENNEMERE
19914270,DENNEMERE
19913260,DENNEMERE
19913267,DENNEMERE
19914272,DENNEMERE
19914269,DENNEMERE
19913264,DENNEMERE
19910645,MEADOWRIDGE
19910649,MEADOWRIDGE
19910650,MEADOWRIDGE
19910646,MEADOWRIDGE
19913895,SAREPTA
19911138,PELIKAN PARK
19911014,PELIKAN PARK
19911139,PELIKAN PARK
19911137,PELIKAN PARK
19911013,PELIKAN HEIGHTS
19914518,SALT RIVER
19915031,SALT RIVER
19914490,SALT RIVER
19914486,SALT RIVER
19912166,BERGVLIET
19910638,BERGVLIET
19910635,BERGVLIET
19910634,BERGVLIET
19910628,BERGVLIET
19910632,BERGVLIET
19910648,BERGVLIET
19911009,TOKAI
19911667,TOKAI
19911005,TOKAI
19910624,TOKAI
19911010,TOKAI
19911660,TOKAI
19910511,TOKAI
19910629,TOKAI
19911666,TOKAI
19911007,TOKAI
19911654,TOKAI
19910631,TOKAI
19911656,TOKAI
19911011,TOKAI
19913922,STIKLAND INDUSTRIA
19913710,MXOLISI PHETANI
19913247,MXOLISI PHETANI
19913085,MXOLISI PHETANI
19913707,MXOLISI PHETANI
19913238,MXOLISI PHETANI
19913087,MXOLISI PHETANI
19913543,MXOLISI PHETANI
19913083,MXOLISI PHETANI
19913055,MXOLISI PHETANI
19913061,MXOLISI PHETANI
19913094,MXOLISI PHETANI
19913102,MXOLISI PHETANI
19913547,MXOLISI PHETANI
19913706,MXOLISI PHETANI
19913100,MXOLISI PHETANI
19913089,MXOLISI PHETANI
19913242,MXOLISI PHETANI
19913068,MXOLISI PHETANI
19913237,MXOLISI PHETANI
19913069,MXOLISI PHETANI
19913092,MXOLISI PHETANI
19913058,MXOLISI PHETANI
19913244,MXOLISI PHETANI
19913096,MXOLISI PHETANI
19913041,MXOLISI PHETANI
19913060,MXOLISI PHETANI
19913054,MXOLISI PHETANI
19913091,MXOLISI PHETANI
19913234,MXOLISI PHETANI
19913070,MXOLISI PHETANI
19913241,MXOLISI PHETANI
19913249,MXOLISI PHETANI
19913245,MXOLISI PHETANI
19913043,MXOLISI PHETANI
19913052,MXOLISI PHETANI
19913246,MXOLISI PHETANI
19913235,MXOLISI PHETANI
19913546,MXOLISI PHETANI
19913099,MXOLISI PHETANI
19913045,MXOLISI PHETANI
19913044,MXOLISI PHETANI
19913239,MXOLISI PHETANI
19913708,MXOLISI PHETANI
19913088,MXOLISI PHETANI
19913387,MXOLISI PHETANI
19913544,MXOLISI PHETANI
19913236,MXOLISI PHETANI
19913042,MXOLISI PHETANI
19913093,MXOLISI PHETANI
19913545,MXOLISI PHETANI
19913240,MXOLISI PHETANI
19913548,MXOLISI PHETANI
19913712,MXOLISI PHETANI
19912947,BONGANI
19913067,BONGANI
19913071,BONGANI
19912613,BONGANI
19911837,BONGANI
19912949,BONGANI
19911822,BONGANI
19911838,BONGANI
19912665,BONGANI
19912925,BONGANI
19913031,BONGANI
19911829,BONGANI
19912948,BONGANI
19911828,BONGANI
19912950,BONGANI
19912927,BONGANI
19912928,BONGANI
19911797,BONGANI
19912668,BONGANI
19913030,BONGANI
19912946,BONGANI
19911836,BONGANI
19912951,BONGANI
19911833,BONGANI
19912423,ELNOR
19912430,ELNOR
19912422,EPPING FOREST
19914531,EPPING FOREST
19914533,EPPING FOREST
19911094,GOLDEN ACRE
19911093,GOLDEN ACRE
19910571,GOLDEN ACRE
19910566,MARTINVILLE
19911022,MARTINVILLE
19910304,MARTINVILLE
19910568,MARTINVILLE
19915249,PROTEA HEIGHTS
19915250,PROTEA HEIGHTS
19915252,PROTEA HEIGHTS
19915251,PROTEA HEIGHTS
19915629,PROTEA HEIGHTS
19915970,AURORA
19914615,RAVENSMEAD
19914618,RAVENSMEAD
19912117,KHAYA
19911718,KHAYA
19912127,KHAYA
19912120,KHAYA
19912121,KHAYA
19912133,KHAYA
19912124,KHAYA
19912123,KHAYA
19912126,KHAYA
19912130,KHAYA
19912131,KHAYA
19912128,KHAYA
19912588,KHAYA
19911711,KHAYA
19911830,KHAYA
19912125,KHAYA
19912129,KHAYA
19912122,KHAYA
19911831,KHAYA
19912119,KHAYA
19912132,KHAYA
19911716,KHAYA
19912570,KHAYA
19911703,ILITHA PARK
19911708,ILITHA PARK
19911778,ILITHA PARK
19911698,ILITHA PARK
19911699,ILITHA PARK
19911705,ILITHA PARK
19911702,ILITHA PARK
19911777,ILITHA PARK
19912118,ILITHA PARK
19911779,ILITHA PARK
19912113,ILITHA PARK
19912112,ILITHA PARK
19912111,ILITHA PARK
19911704,ILITHA PARK
19911771,ILITHA PARK
19911696,ILITHA PARK
19912115,ILITHA PARK
19911700,ILITHA PARK
19911706,ILITHA PARK
19910048,KOMMETJIE
19910218,KOMMETJIE
19910219,KOMMETJIE
19910050,KOMMETJIE
19910217,KOMMETJIE
19913048,THEMBOKWEZI
19913046,THEMBOKWEZI
19913402,THEMBOKWEZI
19913711,THEMBOKWEZI
19913057,THEMBOKWEZI
19913399,THEMBOKWEZI
19913388,THEMBOKWEZI
19913056,THEMBOKWEZI
19913392,THEMBOKWEZI
19915080,BELLVILLE SOUTH
19915070,GREENLANDS
19915066,GREENLANDS
19916295,MELKBOSCH STRAND
19916290,MELKBOSCH STRAND
19916369,MELKBOSCH STRAND
19916299,MELKBOSCH STRAND
19916289,MELKBOSCH STRAND
19916294,MELKBOSCH STRAND
19916279,MELKBOSCH STRAND
19916302,MELKBOSCH STRAND
19913873,ROOSENDAL
19914229,ROOSENDAL
19914227,ROOSENDAL
19914397,ROOSENDAL
19913869,ROOSENDAL
19913857,ROOSENDAL
19913871,ROOSENDAL
19913852,ROOSENDAL
19914402,ROOSENDAL
19913867,ROOSENDAL
19914224,ROOSENDAL
19914433,ROOSENDAL
19913870,ROOSENDAL
19914228,ROOSENDAL
19914226,ROOSENDAL
19914223,ROOSENDAL
19913868,ROOSENDAL
19913875,BELHAR EXT 18
19913137,FAIRDALE
19913133,FAIRDALE
19913810,FAIRDALE
19914261,FAIRDALE
19913808,FAIRDALE
19913811,FAIRDALE
19913134,FAIRDALE
19913145,FAIRDALE
19913154,FAIRDALE
19913801,FAIRDALE
19913151,FAIRDALE
19913132,FAIRDALE
19913153,FAIRDALE
19913156,FAIRDALE
19913144,FAIRDALE
19913141,FAIRDALE
19913155,FAIRDALE
19913138,FAIRDALE
19913157,FAIRDALE
19913812,FAIRDALE
19914260,FAIRDALE
19913122,MFULENI
19913821,MFULENI
